scenario,instance,reschedule_rate_pct,highstab_threshold_P50,method,trial,union_hv,highstab_hv,aoc
la36M,la36_la36_middle,54,8,Memetic-LS,9,0.897119,0.005576,0.397675
la36M,la36_la36_middle,54,8,Memetic+repair,0,0.774039,0.015720,0.416232
la36M,la36_la36_middle,54,8,Memetic+repair,1,0.790843,0.015720,0.374287
la36M,la36_la36_middle,54,8,Memetic+repair,2,0.910347,0.015720,0.380743
la36M,la36_la36_middle,54,8,Memetic+repair,3,0.868894,0.015720,0.381216
la36M,la36_la36_middle,54,8,Memetic+repair,4,0.796663,0.015720,0.383075
la36M,la36_la36_middle,54,8,Memetic+repair,5,0.846490,0.015720,0.401812
la36M,la36_la36_middle,54,8,Memetic+repair,6,0.829723,0.015720,0.404446
la36M,la36_la36_middle,54,8,Memetic+repair,7,0.871449,0.015720,0.383407
la36M,la36_la36_middle,54,8,Memetic+repair,8,0.867252,0.015720,0.399581
la36M,la36_la36_middle,54,8,Memetic+repair,9,0.913266,0.015720,0.378778
la36M,la36_la36_middle,54,8,Memetic+PR,0,0.832386,0.015720,0.377693
la36M,la36_la36_middle,54,8,Memetic+PR,1,0.876375,0.015720,0.381209
la36M,la36_la36_middle,54,8,Memetic+PR,2,0.800148,0.015720,0.353005
la36M,la36_la36_middle,54,8,Memetic+PR,3,0.866158,0.015720,0.360677
la36M,la36_la36_middle,54,8,Memetic+PR,4,0.928427,0.015720,0.368212
la36M,la36_la36_middle,54,8,Memetic+PR,5,0.876375,0.015720,0.381779
la36M,la36_la36_middle,54,8,Memetic+PR,6,0.871449,0.015720,0.364768
la36M,la36_la36_middle,54,8,Memetic+PR,7,0.866705,0.015720,0.369487
la36M,la36_la36_middle,54,8,Memetic+PR,8,0.935543,0.015720,0.374966
la36M,la36_la36_middle,54,8,Memetic+PR,9,0.880571,0.015720,0.376555
mt10,mt10_mt10_delay60,72,20,ILS-baseline,0,0.636694,0.036653,0.199502
mt10,mt10_mt10_delay60,72,20,ILS-baseline,1,0.643719,0.043678,0.279070
mt10,mt10_mt10_delay60,72,20,ILS-baseline,2,0.643719,0.043678,0.242835
mt10,mt10_mt10_delay60,72,20,ILS-baseline,3,0.643719,0.043678,0.211556
mt10,mt10_mt10_delay60,72,20,ILS-baseline,4,0.636694,0.036653,0.377755
mt10,mt10_mt10_delay60,72,20,ILS-baseline,5,0.621074,0.043678,0.246292
mt10,mt10_mt10_delay60,72,20,ILS-baseline,6,0.642893,0.043678,0.359615
mt10,mt10_mt10_delay60,72,20,ILS-baseline,7,0.643719,0.043678,0.303581
mt10,mt10_mt10_delay60,72,20,ILS-baseline,8,0.643719,0.043678,0.293482
mt10,mt10_mt10_delay60,72,20,ILS-baseline,9,0.572479,0.043678,0.213387
mt10,mt10_mt10_delay60,72,20,ILS+repair,0,0.643719,0.043678,0.215561
mt10,mt10_mt10_delay60,72,20,ILS+repair,1,0.643719,0.043678,0.277175
mt10,mt10_mt10_delay60,72,20,ILS+repair,2,0.621074,0.043678,0.242807
mt10,mt10_mt10_delay60,72,20,ILS+repair,3,0.643719,0.043678,0.203628
mt10,mt10_mt10_delay60,72,20,ILS+repair,4,0.643719,0.043678,0.378781
mt10,mt10_mt10_delay60,72,20,ILS+repair,5,0.621074,0.043678,0.239378
mt10,mt10_mt10_delay60,72,20,ILS+repair,6,0.640413,0.043678,0.346646
mt10,mt10_mt10_delay60,72,20,ILS+repair,7,0.643719,0.043678,0.289919
mt10,mt10_mt10_delay60,72,20,ILS+repair,8,0.643719,0.043678,0.282314
mt10,mt10_mt10_delay60,72,20,ILS+repair,9,0.643719,0.043678,0.225999
mt10,mt10_mt10_delay60,72,20,ILS+PR,0,0.643719,0.043678,0.214510
mt10,mt10_mt10_delay60,72,20,ILS+PR,1,0.640413,0.043678,0.277195
mt10,mt10_mt10_delay60,72,20,ILS+PR,2,0.621074,0.043678,0.251285
mt10,mt10_mt10_delay60,72,20,ILS+PR,3,0.643719,0.043678,0.200242
mt10,mt10_mt10_delay60,72,20,ILS+PR,4,0.643719,0.043678,0.372158
mt10,mt10_mt10_delay60,72,20,ILS+PR,5,0.643719,0.043678,0.246476
mt10,mt10_mt10_delay60,72,20,ILS+PR,6,0.643719,0.043678,0.357930
mt10,mt10_mt10_delay60,72,20,ILS+PR,7,0.643719,0.043678,0.281635
mt10,mt10_mt10_delay60,72,20,ILS+PR,8,0.643719,0.043678,0.284029
mt10,mt10_mt10_delay60,72,20,ILS+PR,9,0.643719,0.043678,0.225619
mt10,mt10_mt10_delay60,72,20,GA,0,0.600372,0.012149,0.066420
mt10,mt10_mt10_delay60,72,20,GA,1,0.527851,0.000000,0.041670
mt10,mt10_mt10_delay60,72,20,GA,2,0.580702,0.000000,0.225811
mt10,mt10_mt10_delay60,72,20,GA,3,0.541694,0.012149,0.078057
mt10,mt10_mt10_delay60,72,20,GA,4,0.541694,0.012149,0.105961
mt10,mt10_mt10_delay60,72,20,GA,5,0.541694,0.012149,0.267678
mt10,mt10_mt10_delay60,72,20,GA,6,0.558306,0.012149,0.192487
mt10,mt10_mt10_delay60,72,20,GA,7,0.582355,0.012149,0.176299
mt10,mt10_mt10_delay60,72,20,GA,8,0.441694,0.003719,0.058174
mt10,mt10_mt10_delay60,72,20,GA,9,0.541694,0.012149,0.137382
mt10,mt10_mt10_delay60,72,20,Memetic-LS,0,0.734174,0.012149,0.364654
mt10,mt10_mt10_delay60,72,20,Memetic-LS,1,0.732107,0.012149,0.299616
mt10,mt10_mt10_delay60,72,20,Memetic-LS,2,0.730455,0.012149,0.343984
mt10,mt10_mt10_delay60,72,20,Memetic-LS,3,0.732107,0.012149,0.342501
mt10,mt10_mt10_delay60,72,20,Memetic-LS,4,0.732107,0.012149,0.338347
mt10,mt10_mt10_delay60,72,20,Memetic-LS,5,0.676901,0.012149,0.325393
mt10,mt10_mt10_delay60,72,20,Memetic-LS,6,0.732107,0.012149,0.349508
mt10,mt10_mt10_delay60,72,20,Memetic-LS,7,0.732107,0.012149,0.328669
mt10,mt10_mt10_delay60,72,20,Memetic-LS,8,0.740785,0.012149,0.313938
mt10,mt10_mt10_delay60,72,20,Memetic-LS,9,0.740785,0.012149,0.325794
mt10,mt10_mt10_delay60,72,20,Memetic+repair,0,0.777769,0.043678,0.300133
mt10,mt10_mt10_delay60,72,20,Memetic+repair,1,0.715868,0.043678,0.233382
mt10,mt10_mt10_delay60,72,20,Memetic+repair,2,0.774876,0.043678,0.269284
mt10,mt10_mt10_delay60,72,20,Memetic+repair,3,0.716694,0.043678,0.282767
mt10,mt10_mt10_delay60,72,20,Memetic+repair,4,0.643719,0.043678,0.277881
mt10,mt10_mt10_delay60,72,20,Memetic+repair,5,0.643719,0.043678,0.286009
mt10,mt10_mt10_delay60,72,20,Memetic+repair,6,0.643719,0.043678,0.273854
mt10,mt10_mt10_delay60,72,20,Memetic+repair,7,0.777769,0.043678,0.292610
mt10,mt10_mt10_delay60,72,20,Memetic+repair,8,0.774050,0.043678,0.261564
mt10,mt10_mt10_delay60,72,20,Memetic+repair,9,0.774876,0.043678,0.280482
mt10,mt10_mt10_delay60,72,20,Memetic+PR,0,0.775289,0.043678,0.290030
mt10,mt10_mt10_delay60,72,20,Memetic+PR,1,0.774876,0.043678,0.210572
mt10,mt10_mt10_delay60,72,20,Memetic+PR,2,0.771570,0.043678,0.249050
mt10,mt10_mt10_delay60,72,20,Memetic+PR,3,0.716694,0.043678,0.295075
mt10,mt10_mt10_delay60,72,20,Memetic+PR,4,0.773636,0.043678,0.276056
mt10,mt10_mt10_delay60,72,20,Memetic+PR,5,0.772397,0.043678,0.257376
mt10,mt10_mt10_delay60,72,20,Memetic+PR,6,0.776942,0.043678,0.282065
mt10,mt10_mt10_delay60,72,20,Memetic+PR,7,0.643719,0.043678,0.205165
mt10,mt10_mt10_delay60,72,20,Memetic+PR,8,0.774463,0.043678,0.233812
mt10,mt10_mt10_delay60,72,20,Memetic+PR,9,0.715868,0.043678,0.249539
la36L,la36_la36_large,73,20,ILS-baseline,0,0.929291,0.030838,0.600114
la36L,la36_la36_large,73,20,ILS-baseline,1,0.826717,0.030838,0.590497
la36L,la36_la36_large,73,20,ILS-baseline,2,0.800360,0.030838,0.644415
la36L,la36_la36_large,73,20,ILS-baseline,3,0.790005,0.030838,0.583292
la36L,la36_la36_large,73,20,ILS-baseline,4,0.785860,0.032812,0.616612
la36L,la36_la36_large,73,20,ILS-baseline,5,0.772722,0.030838,0.596685
la36L,la36_la36_large,73,20,ILS-baseline,6,0.810300,0.032812,0.596393
la36L,la36_la36_large,73,20,ILS-baseline,7,0.804066,0.032812,0.586424
la36L,la36_la36_large,73,20,ILS-baseline,8,0.789312,0.030838,0.582277
la36L,la36_la36_large,73,20,ILS-baseline,9,0.658095,0.032812,0.572397
la36L,la36_la36_large,73,20,ILS+repair,0,0.799668,0.032812,0.581006
la36L,la36_la36_large,73,20,ILS+repair,1,0.791748,0.032812,0.578621
la36L,la36_la36_large,73,20,ILS+repair,2,0.841829,0.032812,0.649547
la36L,la36_la36_large,73,20,ILS+repair,3,0.792325,0.032812,0.574224
la36L,la36_la36_large,73,20,ILS+repair,4,0.791113,0.032812,0.620154
la36L,la36_la36_large,73,20,ILS+repair,5,0.856190,0.032812,0.581897
la36L,la36_la36_large,73,20,ILS+repair,6,0.861293,0.032120,0.584171
la36L,la36_la36_large,73,20,ILS+repair,7,0.804066,0.032812,0.588097
la36L,la36_la36_large,73,20,ILS+repair,8,0.792498,0.032812,0.567780
la36L,la36_la36_large,73,20,ILS+repair,9,0.658095,0.032812,0.586025
la36L,la36_la36_large,73,20,ILS+PR,0,0.927398,0.032812,0.596545
la36L,la36_la36_large,73,20,ILS+PR,1,0.791690,0.032812,0.591231
la36L,la36_la36_large,73,20,ILS+PR,2,0.792094,0.032812,0.649410
la36L,la36_la36_large,73,20,ILS+PR,3,0.792498,0.032812,0.586679
la36L,la36_la36_large,73,20,ILS+PR,4,0.785802,0.032812,0.616790
la36L,la36_la36_large,73,20,ILS+PR,5,0.780353,0.032812,0.585698
la36L,la36_la36_large,73,20,ILS+PR,6,0.809838,0.032120,0.579710
la36L,la36_la36_large,73,20,ILS+PR,7,0.804528,0.032812,0.590418
la36L,la36_la36_large,73,20,ILS+PR,8,0.689716,0.032812,0.573567
la36L,la36_la36_large,73,20,ILS+PR,9,0.658095,0.032812,0.576322
la36L,la36_la36_large,73,20,GA,0,0.543745,0.021325,0.410161
la36L,la36_la36_large,73,20,GA,1,0.569420,0.021325,0.298349
la36L,la36_la36_large,73,20,GA,2,0.537326,0.021556,0.382006
la36L,la36_la36_large,73,20,GA,3,0.622734,0.007772,0.382351
la36L,la36_la36_large,73,20,GA,4,0.622076,0.021325,0.317963
la36L,la36_la36_large,73,20,GA,5,0.587915,0.021556,0.403519
la36L,la36_la36_large,73,20,GA,6,0.566834,0.000000,0.328342
la36L,la36_la36_large,73,20,GA,7,0.617689,0.021187,0.378166
la36L,la36_la36_large,73,20,GA,8,0.608372,0.000000,0.397625
la36L,la36_la36_large,73,20,GA,9,0.547716,0.000000,0.329918
la36L,la36_la36_large,73,20,Memetic-LS,0,0.892117,0.015668,0.389624
la36L,la36_la36_large,73,20,Memetic-LS,1,0.909042,0.014837,0.427752
la36L,la36_la36_large,73,20,Memetic-LS,2,0.967631,0.015668,0.429017
la36L,la36_la36_large,73,20,Memetic-LS,3,0.904655,0.015668,0.414146
la36L,la36_la36_large,73,20,Memetic-LS,4,1.015345,0.014837,0.406539
la36L,la36_la36_large,73,20,Memetic-LS,5,0.914872,0.014837,0.404983
la36L,la36_la36_large,73,20,Memetic-LS,6,0.940155,0.014837,0.376753
la36L,la36_la36_large,73,20,Memetic-LS,7,0.908811,0.015668,0.421913
la36L,la36_la36_large,73,20,Memetic-LS,8,0.891609,0.014837,0.436711
la36L,la36_la36_large,73,20,Memetic-LS,9,0.918393,0.016361,0.416447
la36L,la36_la36_large,73,20,Memetic+repair,0,0.937442,0.032812,0.436144
la36L,la36_la36_large,73,20,Memetic+repair,1,0.974523,0.032812,0.448188
la36L,la36_la36_large,73,20,Memetic+repair,2,0.933863,0.032812,0.447228
la36L,la36_la36_large,73,20,Memetic+repair,3,0.928725,0.032812,0.454675
la36L,la36_la36_large,73,20,Memetic+repair,4,0.938769,0.032812,0.459826
la36L,la36_la36_large,73,20,Memetic+repair,5,0.963175,0.032812,0.463853
la36L,la36_la36_large,73,20,Memetic+repair,6,0.984024,0.032812,0.448279
la36L,la36_la36_large,73,20,Memetic+repair,7,0.941425,0.032812,0.430224
la36L,la36_la36_large,73,20,Memetic+repair,8,0.954216,0.032697,0.446615
la36L,la36_la36_large,73,20,Memetic+repair,9,0.936114,0.032812,0.450820
la36L,la36_la36_large,73,20,Memetic+PR,0,0.948432,0.032812,0.410691
la36L,la36_la36_large,73,20,Memetic+PR,1,0.935537,0.032697,0.419349
la36L,la36_la36_large,73,20,Memetic+PR,2,0.936634,0.032812,0.378600
la36L,la36_la36_large,73,20,Memetic+PR,3,0.935710,0.032812,0.414446
la36L,la36_la36_large,73,20,Memetic+PR,4,0.919721,0.032812,0.400805
la36L,la36_la36_large,73,20,Memetic+PR,5,0.973080,0.032812,0.411517
la36L,la36_la36_large,73,20,Memetic+PR,6,0.938885,0.032812,0.441032
la36L,la36_la36_large,73,20,Memetic+PR,7,1.017770,0.032812,0.411765
la36L,la36_la36_large,73,20,Memetic+PR,8,0.936864,0.032812,0.439347
la36L,la36_la36_large,73,20,Memetic+PR,9,0.966950,0.032812,0.403192
ta21L,ta21_ta21_high,82,30,ILS-baseline,0,0.954741,0.029279,0.799809
ta21L,ta21_ta21_high,82,30,ILS-baseline,1,0.986866,0.028604,0.809363
ta21L,ta21_ta21_high,82,30,ILS-baseline,2,0.999562,0.029083,0.815861
ta21L,ta21_ta21_high,82,30,ILS-baseline,3,1.048206,0.028132,0.826321
ta21L,ta21_ta21_high,82,30,ILS-baseline,4,0.994349,0.028982,0.818133
ta21L,ta21_ta21_high,82,30,ILS-baseline,5,0.992735,0.028831,0.811250
ta21L,ta21_ta21_high,82,30,ILS-baseline,6,1.025107,0.028805,0.818392
ta21L,ta21_ta21_high,82,30,ILS-baseline,7,1.046517,0.028805,0.819960
ta21L,ta21_ta21_high,82,30,ILS-baseline,8,0.921164,0.029032,0.801221
ta21L,ta21_ta21_high,82,30,ILS-baseline,9,0.993214,0.028856,0.788687
ta21L,ta21_ta21_high,82,30,ILS+repair,0,1.042352,0.030767,0.806724
ta21L,ta21_ta21_high,82,30,ILS+repair,1,0.989130,0.030717,0.819147
ta21L,ta21_ta21_high,82,30,ILS+repair,2,1.001297,0.030666,0.819205
ta21L,ta21_ta21_high,82,30,ILS+repair,3,1.053445,0.030666,0.845372
ta21L,ta21_ta21_high,82,30,ILS+repair,4,0.996285,0.030792,0.820496
ta21L,ta21_ta21_high,82,30,ILS+repair,5,0.994848,0.030590,0.813222
ta21L,ta21_ta21_high,82,30,ILS+repair,6,1.028102,0.030742,0.824076
ta21L,ta21_ta21_high,82,30,ILS+repair,7,1.020493,0.030843,0.834757
ta21L,ta21_ta21_high,82,30,ILS+repair,8,0.995932,0.030691,0.816753
ta21L,ta21_ta21_high,82,30,ILS+repair,9,0.995881,0.030767,0.801003
ta21L,ta21_ta21_high,82,30,ILS+PR,0,0.981823,0.030843,0.804617
ta21L,ta21_ta21_high,82,30,ILS+PR,1,0.988978,0.030641,0.819932
ta21L,ta21_ta21_high,82,30,ILS+PR,2,1.052991,0.030389,0.819609
ta21L,ta21_ta21_high,82,30,ILS+PR,3,1.053193,0.030717,0.846492
ta21L,ta21_ta21_high,82,30,ILS+PR,4,0.996007,0.030490,0.820246
ta21L,ta21_ta21_high,82,30,ILS+PR,5,1.046940,0.030843,0.819820
ta21L,ta21_ta21_high,82,30,ILS+PR,6,1.027497,0.030616,0.823182
ta21L,ta21_ta21_high,82,30,ILS+PR,7,0.994621,0.030691,0.830470
ta21L,ta21_ta21_high,82,30,ILS+PR,8,0.929398,0.030641,0.800365
ta21L,ta21_ta21_high,82,30,ILS+PR,9,0.995654,0.030893,0.794230
ta21L,ta21_ta21_high,82,30,GA,0,0.633538,0.015716,0.422107
ta21L,ta21_ta21_high,82,30,GA,1,0.760731,0.015249,0.449499
ta21L,ta21_ta21_high,82,30,GA,2,0.691454,0.016134,0.468715
ta21L,ta21_ta21_high,82,30,GA,3,0.636089,0.009503,0.443930
ta21L,ta21_ta21_high,82,30,GA,4,0.704443,0.012546,0.465508
ta21L,ta21_ta21_high,82,30,GA,5,0.719873,0.016419,0.598478
ta21L,ta21_ta21_high,82,30,GA,6,0.738489,0.016245,0.519290
ta21L,ta21_ta21_high,82,30,GA,7,0.705074,0.015408,0.427398
ta21L,ta21_ta21_high,82,30,GA,8,0.610434,0.015524,0.424833
ta21L,ta21_ta21_high,82,30,GA,9,0.610766,0.013527,0.417909
ta21L,ta21_ta21_high,82,30,Memetic-LS,0,0.943925,0.006430,0.643875
ta21L,ta21_ta21_high,82,30,Memetic-LS,1,0.914508,0.006430,0.643238
ta21L,ta21_ta21_high,82,30,Memetic-LS,2,0.997026,0.006430,0.638357
ta21L,ta21_ta21_high,82,30,Memetic-LS,3,1.007686,0.006430,0.663454
ta21L,ta21_ta21_high,82,30,Memetic-LS,4,1.014997,0.006430,0.653309
ta21L,ta21_ta21_high,82,30,Memetic-LS,5,0.981879,0.006430,0.647959
ta21L,ta21_ta21_high,82,30,Memetic-LS,6,0.963146,0.006430,0.634989
ta21L,ta21_ta21_high,82,30,Memetic-LS,7,0.970246,0.006430,0.651204
ta21L,ta21_ta21_high,82,30,Memetic-LS,8,0.965784,0.006430,0.646659
ta21L,ta21_ta21_high,82,30,Memetic-LS,9,0.961523,0.006430,0.636512
ta21L,ta21_ta21_high,82,30,Memetic+repair,0,1.074673,0.030212,0.527476
ta21L,ta21_ta21_high,82,30,Memetic+repair,1,1.059339,0.030061,0.533831
ta21L,ta21_ta21_high,82,30,Memetic+repair,2,0.999224,0.030086,0.539298
ta21L,ta21_ta21_high,82,30,Memetic+repair,3,1.102956,0.030111,0.536450
ta21L,ta21_ta21_high,82,30,Memetic+repair,4,1.012597,0.030137,0.530555
ta21L,ta21_ta21_high,82,30,Memetic+repair,5,1.074724,0.030565,0.538753
ta21L,ta21_ta21_high,82,30,Memetic+repair,6,1.018254,0.030036,0.565814
ta21L,ta21_ta21_high,82,30,Memetic+repair,7,1.076413,0.030187,0.532454
ta21L,ta21_ta21_high,82,30,Memetic+repair,8,1.035625,0.030237,0.535667
ta21L,ta21_ta21_high,82,30,Memetic+repair,9,1.044167,0.030036,0.515824
ta21L,ta21_ta21_high,82,30,Memetic+PR,0,1.073034,0.030439,0.481314
ta21L,ta21_ta21_high,82,30,Memetic+PR,1,1.075001,0.030338,0.465819
ta21L,ta21_ta21_high,82,30,Memetic+PR,2,1.073009,0.030565,0.501326
ta21L,ta21_ta21_high,82,30,Memetic+PR,3,1.000041,0.030565,0.489030
ta21L,ta21_ta21_high,82,30,Memetic+PR,4,1.015294,0.030540,0.478401
ta21L,ta21_ta21_high,82,30,Memetic+PR,5,1.078753,0.030288,0.497455
ta21L,ta21_ta21_high,82,30,Memetic+PR,6,1.014261,0.030270,0.504511
ta21L,ta21_ta21_high,82,30,Memetic+PR,7,1.019101,0.030389,0.478764
ta21L,ta21_ta21_high,82,30,Memetic+PR,8,1.008210,0.030086,0.467174
ta21L,ta21_ta21_high,82,30,Memetic+PR,9,0.987461,0.030321,0.475545
